Tournament,Stage,Match Type,Match Name,Map,Team A,Team A Score,Team A Attacker Score,Team A Defender Score,Team A Overtime Score,Team B,Team B Score,Team B Attacker Score,Team B Defender Score,Team B Overtime Score,Duration
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,VARREL vs Gen.G,Pearl,VARREL,20,5,7,8,Gen.G,18,5,7,6,1:27:38
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,VARREL vs Gen.G,Haven,VARREL,9,3,6,,Gen.G,13,4,9,,47:31
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Pearl,FULL SENSE,13,7,6,,DetonatioN FocusMe,7,2,5,,1:04:18
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Split,FULL SENSE,9,5,4,,DetonatioN FocusMe,13,6,7,,47:48
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Haven,FULL SENSE,6,6,0,,DetonatioN FocusMe,13,7,6,,42:37
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Pearl,Paper Rex,13,7,6,,T1,10,5,5,,58:05
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Breeze,Paper Rex,9,2,7,,T1,13,3,10,,46:45
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Bind,Paper Rex,8,6,2,,T1,13,7,6,,46:22
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Haven,DRX,13,9,4,,ZETA DIVISION,7,4,3,,56:44
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Bind,DRX,7,4,3,,ZETA DIVISION,13,5,8,,51:12
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Split,DRX,13,4,9,,ZETA DIVISION,9,1,8,,50:38
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,Global Esports,13,3,9,1,Gen.G,15,3,9,3,1:09:20
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,Global Esports,13,7,6,,Gen.G,11,6,5,,53:30
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,Global Esports,13,7,6,,Gen.G,11,6,5,,50:51
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,Corrode,FULL SENSE,3,2,1,,DRX,13,3,10,,58:12
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,Abyss,FULL SENSE,9,7,2,,DRX,13,8,5,,53:48
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Corrode,Paper Rex,13,3,10,,Global Esports,10,1,9,,59:03
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Breeze,Paper Rex,6,4,2,,Global Esports,13,5,8,,41:51
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Split,Paper Rex,14,8,4,2,Global Esports,12,8,4,0,51:43
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,DRX vs Paper Rex,Haven,DRX,11,4,7,,Paper Rex,13,5,8,,1:03:51
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,DRX vs Paper Rex,Corrode,DRX,13,5,8,,Paper Rex,8,1,7,,49:31
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,DRX vs Paper Rex,Breeze,DRX,10,8,2,,Paper Rex,13,9,4,,49:58
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,DetonatioN FocusMe vs T1,Pearl,DetonatioN FocusMe,7,6,1,,T1,13,7,6,,1:02:39
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,DetonatioN FocusMe vs T1,Split,DetonatioN FocusMe,10,6,4,,T1,13,7,6,,52:16
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Nongshim RedForce vs Rex Regum Qeon,Corrode,Nongshim RedForce,12,6,6,0,Rex Regum Qeon,14,6,6,2,1:11:24
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Nongshim RedForce vs Rex Regum Qeon,Bind,Nongshim RedForce,13,9,4,,Rex Regum Qeon,8,5,3,,51:45
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Nongshim RedForce vs Rex Regum Qeon,Haven,Nongshim RedForce,13,9,4,,Rex Regum Qeon,5,2,3,,39:55
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Nongshim RedForce vs Rex Regum Qeon,Abyss,Nongshim RedForce,11,6,5,,Rex Regum Qeon,13,7,6,,48:01
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Nongshim RedForce vs Rex Regum Qeon,Breeze,Nongshim RedForce,13,11,2,,Rex Regum Qeon,7,6,1,,41:56
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,DetonatioN FocusMe vs Paper Rex,Haven,DetonatioN FocusMe,11,4,7,,Paper Rex,13,5,8,,1:05:04
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,DetonatioN FocusMe vs Paper Rex,Split,DetonatioN FocusMe,2,2,0,,Paper Rex,13,3,10,,28:31
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,Rex Regum Qeon,7,3,4,,T1,13,4,9,,1:00:37
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,Rex Regum Qeon,2,2,0,,T1,13,3,10,,29:08
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,Rex Regum Qeon,17,3,9,5,T1,19,3,9,7,1:19:38
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Rex Regum Qeon vs Paper Rex,Haven,Rex Regum Qeon,8,8,0,,Paper Rex,13,9,4,,1:04:45
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Rex Regum Qeon vs Paper Rex,Corrode,Rex Regum Qeon,13,9,4,,Paper Rex,10,7,3,,55:44
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Rex Regum Qeon vs Paper Rex,Breeze,Rex Regum Qeon,10,4,6,,Paper Rex,13,5,8,,49:02
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Rex Regum Qeon vs Paper Rex,Pearl,Rex Regum Qeon,10,7,3,,Paper Rex,13,8,5,,53:10
VCT 2026: China Kickoff,Main Event,Upper Round 1,Trace Esports vs Wolves Esports,Abyss,Trace Esports,13,6,7,,Wolves Esports,7,1,6,,
VCT 2026: China Kickoff,Main Event,Upper Round 1,Trace Esports vs Wolves Esports,Haven,Trace Esports,11,5,6,,Wolves Esports,13,6,7,,
VCT 2026: China Kickoff,Main Event,Upper Round 1,Trace Esports vs Wolves Esports,Bind,Trace Esports,5,4,1,,Wolves Esports,13,5,8,,
VCT 2026: China Kickoff,Main Event,Upper Round 1,FunPlus Phoenix vs TYLOO,Pearl,FunPlus Phoenix,3,3,0,,TYLOO,13,4,9,,
VCT 2026: China Kickoff,Main Event,Upper Round 1,FunPlus Phoenix vs TYLOO,Haven,FunPlus Phoenix,4,4,0,,TYLOO,13,5,8,,
VCT 2026: China Kickoff,Main Event,Upper Round 1,All Gamers vs Nova Esports,Split,All Gamers,13,8,5,,Nova Esports,7,3,4,,
VCT 2026: China Kickoff,Main Event,Upper Round 1,All Gamers vs Nova Esports,Pearl,All Gamers,16,7,5,4,Nova Esports,14,7,5,2,
VCT 2026: China Kickoff,Main Event,Upper Round 1,JDG Esports vs Titan Esports Club,Corrode,JDG Esports,13,7,6,,Titan Esports Club,6,1,5,,
VCT 2026: China Kickoff,Main Event,Upper Round 1,JDG Esports vs Titan Esports Club,Haven,JDG Esports,6,5,1,,Titan Esports Club,13,6,7,,
VCT 2026: China Kickoff,Main Event,Upper Round 1,JDG Esports vs Titan Esports Club,Abyss,JDG Esports,13,8,5,,Titan Esports Club,10,6,4,,
VCT 2026: China Kickoff,Main Event,Upper Round 2,Xi Lai Gaming vs Wolves Esports,Breeze,Xi Lai Gaming,13,8,5,,Wolves Esports,4,0,4,,1:13:39
VCT 2026: China Kickoff,Main Event,Upper Round 2,Xi Lai Gaming vs Wolves Esports,Abyss,Xi Lai Gaming,13,7,6,,Wolves Esports,6,1,5,,42:49
VCT 2026: China Kickoff,Main Event,Upper Round 2,EDward Gaming vs TYLOO,Abyss,EDward Gaming,13,8,5,,TYLOO,5,1,4,,48:48
VCT 2026: China Kickoff,Main Event,Upper Round 2,EDward Gaming vs TYLOO,Bind,EDward Gaming,14,4,8,2,TYLOO,12,4,8,0,56:22
VCT 2026: China Kickoff,Main Event,Upper Round 2,Bilibili Gaming vs All Gamers,Split,Bilibili Gaming,10,4,6,,All Gamers,13,5,8,,1:18:48
VCT 2026: China Kickoff,Main Event,Upper Round 2,Bilibili Gaming vs All Gamers,Abyss,Bilibili Gaming,3,1,2,,All Gamers,13,2,11,,38:03
VCT 2026: China Kickoff,Main Event,Upper Round 2,Dragon Ranger Gaming vs JDG Esports,Abyss,Dragon Ranger Gaming,11,6,5,,JDG Esports,13,7,6,,1:12:45
VCT 2026: China Kickoff,Main Event,Upper Round 2,Dragon Ranger Gaming vs JDG Esports,Breeze,Dragon Ranger Gaming,13,8,5,,JDG Esports,8,4,4,,44:06
VCT 2026: China Kickoff,Main Event,Upper Round 2,Dragon Ranger Gaming vs JDG Esports,Corrode,Dragon Ranger Gaming,13,6,7,,JDG Esports,9,3,6,,52:23
VCT 2026: China Kickoff,Main Event,Middle Round 1,Nova Esports vs TYLOO,Split,Nova Esports,10,5,5,,TYLOO,13,6,7,,1:01:19
VCT 2026: China Kickoff,Main Event,Middle Round 1,Nova Esports vs TYLOO,Corrode,Nova Esports,4,2,2,,TYLOO,13,3,10,,38:26
VCT 2026: China Kickoff,Main Event,Middle Round 1,Titan Esports Club vs Wolves Esports,Breeze,Titan Esports Club,13,8,5,,Wolves Esports,11,7,4,,1:02:33
VCT 2026: China Kickoff,Main Event,Middle Round 1,Titan Esports Club vs Wolves Esports,Bind,Titan Esports Club,7,5,2,,Wolves Esports,13,6,7,,44:09
VCT 2026: China Kickoff,Main Event,Middle Round 1,Titan Esports Club vs Wolves Esports,Haven,Titan Esports Club,13,7,6,,Wolves Esports,8,3,5,,50:29
VCT 2026: China Kickoff,Main Event,Middle Round 1,Trace Esports vs JDG Esports,Split,Trace Esports,13,7,6,,JDG Esports,11,6,5,,1:08:22
VCT 2026: China Kickoff,Main Event,Middle Round 1,Trace Esports vs JDG Esports,Pearl,Trace Esports,3,1,2,,JDG Esports,13,2,11,,37:18
VCT 2026: China Kickoff,Main Event,Middle Round 1,Trace Esports vs JDG Esports,Corrode,Trace Esports,13,10,3,,JDG Esports,4,2,2,,37:37
VCT 2026: China Kickoff,Main Event,Middle Round 1,FunPlus Phoenix vs Bilibili Gaming,Pearl,FunPlus Phoenix,9,4,5,,Bilibili Gaming,13,5,8,,1:01:14
VCT 2026: China Kickoff,Main Event,Middle Round 1,FunPlus Phoenix vs Bilibili Gaming,Bind,FunPlus Phoenix,15,7,5,3,Bilibili Gaming,17,7,5,5,1:14:19
VCT 2026: China Kickoff,Main Event,Middle Round 2,TYLOO vs Titan Esports Club,Corrode,TYLOO,10,4,6,,Titan Esports Club,13,5,8,,1:12:57
VCT 2026: China Kickoff,Main Event,Middle Round 2,TYLOO vs Titan Esports Club,Breeze,TYLOO,13,5,8,,Titan Esports Club,9,2,7,,50:44
VCT 2026: China Kickoff,Main Event,Middle Round 2,TYLOO vs Titan Esports Club,Split,TYLOO,13,7,6,,Titan Esports Club,9,4,5,,50:21
VCT 2026: China Kickoff,Main Event,Middle Round 2,Trace Esports vs Bilibili Gaming,Abyss,Trace Esports,10,3,7,,Bilibili Gaming,13,4,9,,1:05:47
VCT 2026: China Kickoff,Main Event,Middle Round 2,Trace Esports vs Bilibili Gaming,Breeze,Trace Esports,11,8,3,,Bilibili Gaming,13,9,4,,50:08
VCT 2026: China Kickoff,Main Event,Lower Round 1,Nova Esports vs Wolves Esports,Abyss,Nova Esports,13,7,6,,Wolves Esports,5,0,5,,54:29
VCT 2026: China Kickoff,Main Event,Lower Round 1,Nova Esports vs Wolves Esports,Haven,Nova Esports,3,3,0,,Wolves Esports,13,4,9,,34:27
VCT 2026: China Kickoff,Main Event,Lower Round 1,Nova Esports vs Wolves Esports,Pearl,Nova Esports,11,9,2,,Wolves Esports,13,10,3,,53:49
VCT 2026: China Kickoff,Main Event,Upper Round 3,All Gamers vs Dragon Ranger Gaming,Corrode,All Gamers,7,4,3,,Dragon Ranger Gaming,13,5,8,,1:02:01
VCT 2026: China Kickoff,Main Event,Upper Round 3,All Gamers vs Dragon Ranger Gaming,Bind,All Gamers,15,5,7,3,Dragon Ranger Gaming,13,5,7,1,1:09:45
VCT 2026: China Kickoff,Main Event,Upper Round 3,All Gamers vs Dragon Ranger Gaming,Abyss,All Gamers,13,6,7,,Dragon Ranger Gaming,10,4,6,,54:49
VCT 2026: China Kickoff,Main Event,Lower Round 1,JDG Esports vs FunPlus Phoenix,Pearl,JDG Esports,5,5,0,,FunPlus Phoenix,13,6,7,,55:16
VCT 2026: China Kickoff,Main Event,Lower Round 1,JDG Esports vs FunPlus Phoenix,Bind,JDG Esports,13,10,3,,FunPlus Phoenix,3,1,2,,38:47
VCT 2026: China Kickoff,Main Event,Lower Round 1,JDG Esports vs FunPlus Phoenix,Haven,JDG Esports,13,6,7,,FunPlus Phoenix,7,1,6,,45:30
VCT 2026: China Kickoff,Main Event,Upper Round 3,Xi Lai Gaming vs EDward Gaming,Split,Xi Lai Gaming,13,7,6,,EDward Gaming,5,0,5,,57:25
VCT 2026: China Kickoff,Main Event,Upper Round 3,Xi Lai Gaming vs EDward Gaming,Pearl,Xi Lai Gaming,13,9,4,,EDward Gaming,6,3,3,,45:12
VCT 2026: China Kickoff,Main Event,Lower Round 2,Trace Esports vs Wolves Esports,Abyss,Trace Esports,12,5,7,0,Wolves Esports,14,5,7,2,1:13:12
VCT 2026: China Kickoff,Main Event,Lower Round 2,Trace Esports vs Wolves Esports,Bind,Trace Esports,13,6,7,,Wolves Esports,8,2,6,,49:19
VCT 2026: China Kickoff,Main Event,Lower Round 2,Trace Esports vs Wolves Esports,Split,Trace Esports,13,10,3,,Wolves Esports,6,4,2,,39:36
VCT 2026: China Kickoff,Main Event,Middle Round 3,Dragon Ranger Gaming vs TYLOO,Corrode,Dragon Ranger Gaming,10,8,2,,TYLOO,13,9,4,,1:01:36
VCT 2026: China Kickoff,Main Event,Middle Round 3,Dragon Ranger Gaming vs TYLOO,Split,Dragon Ranger Gaming,13,9,4,,TYLOO,6,3,3,,42:02
VCT 2026: China Kickoff,Main Event,Middle Round 3,Dragon Ranger Gaming vs TYLOO,Pearl,Dragon Ranger Gaming,13,7,6,,TYLOO,6,1,5,,49:08
VCT 2026: China Kickoff,Main Event,Lower Round 2,Titan Esports Club vs JDG Esports,Bind,Titan Esports Club,13,10,3,,JDG Esports,5,3,2,,1:00:15
VCT 2026: China Kickoff,Main Event,Lower Round 2,Titan Esports Club vs JDG Esports,Haven,Titan Esports Club,10,5,5,,JDG Esports,13,6,7,,51:29
VCT 2026: China Kickoff,Main Event,Lower Round 2,Titan Esports Club vs JDG Esports,Split,Titan Esports Club,8,2,6,,JDG Esports,13,3,10,,47:34
VCT 2026: China Kickoff,Main Event,Middle Round 3,EDward Gaming vs Bilibili Gaming,Abyss,EDward Gaming,7,6,1,,Bilibili Gaming,13,7,6,,1:02:55
VCT 2026: China Kickoff,Main Event,Middle Round 3,EDward Gaming vs Bilibili Gaming,Haven,EDward Gaming,13,9,4,,Bilibili Gaming,9,6,3,,43:30
VCT 2026: China Kickoff,Main Event,Middle Round 3,EDward Gaming vs Bilibili Gaming,Breeze,EDward Gaming,5,2,3,,Bilibili Gaming,13,3,10,,43:20
VCT 2026: China Kickoff,Main Event,Lower Round 3,TYLOO vs Trace Esports,Haven,TYLOO,13,9,4,,Trace Esports,7,4,3,,59:05
VCT 2026: China Kickoff,Main Event,Lower Round 3,TYLOO vs Trace Esports,Abyss,TYLOO,14,7,5,2,Trace Esports,12,7,5,0,
VCT 2026: China Kickoff,Main Event,Lower Round 3,EDward Gaming vs JDG Esports,Abyss,EDward Gaming,13,7,6,,JDG Esports,6,1,5,,
VCT 2026: China Kickoff,Main Event,Lower Round 3,EDward Gaming vs JDG Esports,Haven,EDward Gaming,6,3,3,,JDG Esports,13,4,9,,
VCT 2026: China Kickoff,Main Event,Lower Round 3,EDward Gaming vs JDG Esports,Corrode,EDward Gaming,13,9,4,,JDG Esports,5,2,3,,
VCT 2026: China Kickoff,Main Event,Middle Round 4,Dragon Ranger Gaming vs Bilibili Gaming,Split,Dragon Ranger Gaming,6,5,1,,Bilibili Gaming,13,6,7,,58:10
VCT 2026: China Kickoff,Main Event,Middle Round 4,Dragon Ranger Gaming vs Bilibili Gaming,Abyss,Dragon Ranger Gaming,2,2,0,,Bilibili Gaming,13,3,10,,35:43
VCT 2026: China Kickoff,Main Event,Lower Round 4,TYLOO vs EDward Gaming,Bind,TYLOO,13,9,4,,EDward Gaming,3,0,3,,51:51
VCT 2026: China Kickoff,Main Event,Lower Round 4,TYLOO vs EDward Gaming,Haven,TYLOO,9,8,1,,EDward Gaming,13,9,4,,52:59
VCT 2026: China Kickoff,Main Event,Lower Round 4,TYLOO vs EDward Gaming,Corrode,TYLOO,7,4,3,,EDward Gaming,13,5,8,,42:14
VCT 2026: China Kickoff,Main Event,Lower Round 5,Dragon Ranger Gaming vs EDward Gaming,Split,Dragon Ranger Gaming,13,6,7,,EDward Gaming,11,5,6,,1:09:02
VCT 2026: China Kickoff,Main Event,Lower Round 5,Dragon Ranger Gaming vs EDward Gaming,Pearl,Dragon Ranger Gaming,2,1,1,,EDward Gaming,13,2,11,,38:31
VCT 2026: China Kickoff,Main Event,Lower Round 5,Dragon Ranger Gaming vs EDward Gaming,Corrode,Dragon Ranger Gaming,6,4,2,,EDward Gaming,13,5,8,,38:56
VCT 2026: China Kickoff,Main Event,Upper Final,All Gamers vs Xi Lai Gaming,Pearl,All Gamers,13,11,2,,Xi Lai Gaming,5,4,1,,1:15:59
VCT 2026: China Kickoff,Main Event,Upper Final,All Gamers vs Xi Lai Gaming,Split,All Gamers,13,4,9,,Xi Lai Gaming,11,3,8,,54:06
VCT 2026: China Kickoff,Main Event,Upper Final,All Gamers vs Xi Lai Gaming,Bind,All Gamers,7,4,3,,Xi Lai Gaming,13,5,8,,49:25
VCT 2026: China Kickoff,Main Event,Upper Final,All Gamers vs Xi Lai Gaming,Abyss,All Gamers,6,5,1,,Xi Lai Gaming,13,6,7,,44:30
VCT 2026: China Kickoff,Main Event,Upper Final,All Gamers vs Xi Lai Gaming,Haven,All Gamers,13,5,8,,Xi Lai Gaming,10,3,7,,52:41
VCT 2026: China Kickoff,Main Event,Middle Final,Xi Lai Gaming vs Bilibili Gaming,Abyss,Xi Lai Gaming,14,7,5,2,Bilibili Gaming,16,7,5,4,1:34:23
VCT 2026: China Kickoff,Main Event,Middle Final,Xi Lai Gaming vs Bilibili Gaming,Bind,Xi Lai Gaming,13,9,4,,Bilibili Gaming,4,1,3,,38:25
VCT 2026: China Kickoff,Main Event,Middle Final,Xi Lai Gaming vs Bilibili Gaming,Breeze,Xi Lai Gaming,12,6,6,0,Bilibili Gaming,14,6,6,2,59:37
VCT 2026: China Kickoff,Main Event,Middle Final,Xi Lai Gaming vs Bilibili Gaming,Pearl,Xi Lai Gaming,13,9,4,,Bilibili Gaming,11,8,3,,55:21
VCT 2026: China Kickoff,Main Event,Middle Final,Xi Lai Gaming vs Bilibili Gaming,Split,Xi Lai Gaming,13,9,4,,Bilibili Gaming,4,1,3,,38:31
VCT 2026: China Kickoff,Main Event,Lower Final,Bilibili Gaming vs EDward Gaming,Pearl,Bilibili Gaming,13,6,7,,EDward Gaming,9,3,6,,1:15:10
VCT 2026: China Kickoff,Main Event,Lower Final,Bilibili Gaming vs EDward Gaming,Haven,Bilibili Gaming,10,6,4,,EDward Gaming,13,7,6,,46:22
VCT 2026: China Kickoff,Main Event,Lower Final,Bilibili Gaming vs EDward Gaming,Abyss,Bilibili Gaming,10,6,4,,EDward Gaming,13,7,6,,51:47
VCT 2026: China Kickoff,Main Event,Lower Final,Bilibili Gaming vs EDward Gaming,Split,Bilibili Gaming,6,5,1,,EDward Gaming,13,6,7,,36:17
