Tournament,Stage,Match Type,Match Name,Map,Team,Elimination,Detonated,Defused,Time Expiry (No Plant),Eliminated,Defused Failed,Detonation Denied,Time Expiry (Failed to Plant)
VCT 2026: EMEA Kickoff,Main Event,Upper Round 2,Team Liquid vs Team Vitality,Corrode,Team Vitality,8,1,3,1,5,1,1,2
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Karmine Corp vs Team Liquid,Abyss,Karmine Corp,7,0,5,1,1,0,1,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Karmine Corp vs Team Liquid,Abyss,Team Liquid,1,0,1,0,7,0,5,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Karmine Corp vs Team Liquid,Split,Karmine Corp,4,1,3,0,7,3,1,2
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Karmine Corp vs Team Liquid,Split,Team Liquid,7,3,1,2,4,1,3,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Karmine Corp vs Team Liquid,Breeze,Karmine Corp,4,5,1,0,10,2,1,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,Karmine Corp vs Team Liquid,Breeze,Team Liquid,10,2,1,0,4,5,1,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,FUT Esports vs FNATIC,Abyss,FUT Esports,0,1,2,0,12,1,0,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,FUT Esports vs FNATIC,Abyss,FNATIC,12,1,0,0,0,1,2,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,FUT Esports vs FNATIC,Corrode,FUT Esports,10,0,6,2,10,0,5,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,FUT Esports vs FNATIC,Corrode,FNATIC,10,0,5,1,10,0,6,2
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,FUT Esports vs FNATIC,Split,FUT Esports,11,1,2,0,13,1,2,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,FUT Esports vs FNATIC,Split,FNATIC,13,1,2,0,11,1,2,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,PCIFIC Esports vs GIANTX,Abyss,PCIFIC Esports,3,3,2,0,4,2,7,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,PCIFIC Esports vs GIANTX,Abyss,GIANTX,4,2,7,0,3,3,2,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,PCIFIC Esports vs GIANTX,Bind,PCIFIC Esports,11,1,1,1,8,1,3,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,PCIFIC Esports vs GIANTX,Bind,GIANTX,8,1,3,0,11,1,1,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,PCIFIC Esports vs GIANTX,Split,PCIFIC Esports,7,0,2,1,10,1,2,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,PCIFIC Esports vs GIANTX,Split,GIANTX,10,1,2,0,7,0,2,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,ULF Esports vs Team Heretics,Haven,ULF Esports,6,0,1,0,11,1,1,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,ULF Esports vs Team Heretics,Haven,Team Heretics,11,1,1,0,6,0,1,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,ULF Esports vs Team Heretics,Bind,ULF Esports,3,0,5,0,7,1,5,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 1,ULF Esports vs Team Heretics,Bind,Team Heretics,7,1,5,0,3,0,5,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,Natus Vincere,4,0,3,0,7,2,4,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Abyss,Gentle Mates,7,2,4,0,4,0,3,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,Natus Vincere,8,0,1,0,7,3,3,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,Natus Vincere vs Gentle Mates,Bind,Gentle Mates,7,3,3,0,8,0,1,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,BBL Esports,7,2,3,1,4,0,5,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Haven,Team Vitality,4,0,5,0,7,2,3,1
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Abyss,BBL Esports,6,5,2,0,1,3,4,0
VCT 2026: EMEA Kickoff,Main Event,Upper Round 3,BBL Esports vs Team Vitality,Abyss,Team Vitality,1,3,4,0,6,5,2,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 2,Team Liquid vs FNATIC,Corrode,Team Liquid,4,0,1,0,8,2,3,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 2,Team Liquid vs FNATIC,Corrode,FNATIC,8,2,3,0,4,0,1,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 2,Team Liquid vs FNATIC,Split,Team Liquid,5,1,3,0,8,4,1,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 2,Team Liquid vs FNATIC,Split,FNATIC,8,4,1,0,5,1,3,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 2,GIANTX vs Team Heretics,Abyss,GIANTX,9,1,3,0,6,1,3,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 2,GIANTX vs Team Heretics,Abyss,Team Heretics,6,1,3,0,9,1,3,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 2,GIANTX vs Team Heretics,Haven,GIANTX,9,1,3,0,4,1,2,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 2,GIANTX vs Team Heretics,Haven,Team Heretics,4,1,2,0,9,1,3,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs FUT Esports,Haven,Karmine Corp,7,1,5,1,7,1,3,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs FUT Esports,Haven,FUT Esports,7,1,3,1,7,1,5,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs FUT Esports,Split,Karmine Corp,5,2,1,0,9,1,1,2
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs FUT Esports,Split,FUT Esports,9,1,1,2,5,2,1,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs FUT Esports,Pearl,Karmine Corp,8,3,2,0,7,0,0,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,Karmine Corp vs FUT Esports,Pearl,FUT Esports,7,0,0,0,8,3,2,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,PCIFIC Esports vs ULF Esports,Split,PCIFIC Esports,2,1,2,0,10,2,1,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,PCIFIC Esports vs ULF Esports,Split,ULF Esports,10,2,1,0,2,1,2,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,PCIFIC Esports vs ULF Esports,Abyss,PCIFIC Esports,6,0,2,0,8,3,2,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 1,PCIFIC Esports vs ULF Esports,Abyss,ULF Esports,8,3,2,0,6,0,2,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 3,Natus Vincere vs FNATIC,Split,Natus Vincere,8,0,2,0,6,1,4,2
VCT 2026: EMEA Kickoff,Main Event,Middle Round 3,Natus Vincere vs FNATIC,Split,FNATIC,6,1,4,2,8,0,2,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 3,Natus Vincere vs FNATIC,Breeze,Natus Vincere,9,1,2,1,3,2,1,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 3,Natus Vincere vs FNATIC,Breeze,FNATIC,3,2,1,0,9,1,2,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 3,Natus Vincere vs FNATIC,Bind,Natus Vincere,10,2,3,0,12,2,3,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 3,Natus Vincere vs FNATIC,Bind,FNATIC,12,2,3,0,10,2,3,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 3,Team Vitality vs GIANTX,Abyss,Team Vitality,9,3,1,0,0,0,0,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 3,Team Vitality vs GIANTX,Abyss,GIANTX,0,0,0,0,9,3,1,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 3,Team Vitality vs GIANTX,Breeze,Team Vitality,8,3,1,1,8,0,2,1
VCT 2026: EMEA Kickoff,Main Event,Middle Round 3,Team Vitality vs GIANTX,Breeze,GIANTX,8,0,2,1,8,3,1,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 2,Team Heretics vs Karmine Corp,Haven,Team Heretics,6,1,5,1,5,2,1,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 2,Team Heretics vs Karmine Corp,Haven,Karmine Corp,5,2,1,0,6,1,5,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 2,Team Heretics vs Karmine Corp,Corrode,Team Heretics,9,1,2,1,5,2,4,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 2,Team Heretics vs Karmine Corp,Corrode,Karmine Corp,5,2,4,0,9,1,2,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 2,Team Heretics vs Karmine Corp,Abyss,Team Heretics,1,0,1,0,12,0,1,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 2,Team Heretics vs Karmine Corp,Abyss,Karmine Corp,12,0,1,0,1,0,1,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 2,Team Liquid vs ULF Esports,Split,Team Liquid,4,3,1,0,7,2,3,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 2,Team Liquid vs ULF Esports,Split,ULF Esports,7,2,3,1,4,3,1,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 2,Team Liquid vs ULF Esports,Pearl,Team Liquid,11,1,1,1,8,2,1,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 2,Team Liquid vs ULF Esports,Pearl,ULF Esports,8,2,1,1,11,1,1,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 2,Team Liquid vs ULF Esports,Breeze,Team Liquid,10,1,1,1,3,2,0,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 2,Team Liquid vs ULF Esports,Breeze,ULF Esports,3,2,0,0,10,1,1,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 3,Natus Vincere vs Team Heretics,Haven,Natus Vincere,5,0,0,0,9,0,3,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 3,Natus Vincere vs Team Heretics,Haven,Team Heretics,9,0,3,1,5,0,0,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 3,Natus Vincere vs Team Heretics,Breeze,Natus Vincere,4,0,0,0,10,0,3,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 3,Natus Vincere vs Team Heretics,Breeze,Team Heretics,10,0,3,0,4,0,0,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 3,GIANTX vs Team Liquid,Breeze,GIANTX,2,0,1,1,8,4,1,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 3,GIANTX vs Team Liquid,Breeze,Team Liquid,8,4,1,0,2,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 3,GIANTX vs Team Liquid,Pearl,GIANTX,10,0,2,1,4,0,1,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 3,GIANTX vs Team Liquid,Pearl,Team Liquid,4,0,1,1,10,0,2,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 3,GIANTX vs Team Liquid,Bind,GIANTX,8,0,6,0,8,2,5,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 3,GIANTX vs Team Liquid,Bind,Team Liquid,8,2,5,1,8,0,6,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 4,Team Heretics vs Team Liquid,Abyss,Team Heretics,7,1,3,0,7,1,5,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 4,Team Heretics vs Team Liquid,Abyss,Team Liquid,7,1,5,0,7,1,3,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 4,Team Heretics vs Team Liquid,Bind,Team Heretics,1,1,1,0,10,3,0,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 4,Team Heretics vs Team Liquid,Bind,Team Liquid,10,3,0,0,1,1,1,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 4,FNATIC vs Team Vitality,Abyss,FNATIC,11,1,1,0,2,2,1,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 4,FNATIC vs Team Vitality,Abyss,Team Vitality,2,2,1,0,11,1,1,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 4,FNATIC vs Team Vitality,Bind,FNATIC,7,3,2,1,3,1,4,0
VCT 2026: EMEA Kickoff,Main Event,Middle Round 4,FNATIC vs Team Vitality,Bind,Team Vitality,3,1,4,0,7,3,2,1
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Gentle Mates vs BBL Esports,Haven,Gentle Mates,6,0,7,0,8,1,2,0
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Gentle Mates vs BBL Esports,Haven,BBL Esports,8,1,2,0,6,0,7,0
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Gentle Mates vs BBL Esports,Abyss,Gentle Mates,8,1,3,1,8,4,1,2
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Gentle Mates vs BBL Esports,Abyss,BBL Esports,8,4,1,2,8,1,3,1
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Gentle Mates vs BBL Esports,Pearl,Gentle Mates,8,3,3,0,13,0,2,1
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Gentle Mates vs BBL Esports,Pearl,BBL Esports,13,0,2,1,8,3,3,0
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Gentle Mates vs BBL Esports,Split,Gentle Mates,11,0,2,0,2,1,1,0
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Gentle Mates vs BBL Esports,Split,BBL Esports,2,1,1,0,11,0,2,0
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Gentle Mates vs BBL Esports,Corrode,Gentle Mates,3,0,3,0,8,3,2,0
VCT 2026: EMEA Kickoff,Main Event,Upper Final,Gentle Mates vs BBL Esports,Corrode,BBL Esports,8,3,2,0,3,0,3,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 5,Team Vitality vs Team Liquid,Corrode,Team Vitality,11,2,0,0,5,2,0,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 5,Team Vitality vs Team Liquid,Corrode,Team Liquid,5,2,0,1,11,2,0,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 5,Team Vitality vs Team Liquid,Bind,Team Vitality,2,1,0,0,9,1,2,1
VCT 2026: EMEA Kickoff,Main Event,Lower Round 5,Team Vitality vs Team Liquid,Bind,Team Liquid,9,1,2,1,2,1,0,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 5,Team Vitality vs Team Liquid,Breeze,Team Vitality,6,0,2,1,8,1,4,0
VCT 2026: EMEA Kickoff,Main Event,Lower Round 5,Team Vitality vs Team Liquid,Breeze,Team Liquid,8,1,4,0,6,0,2,1
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,Gentle Mates,4,2,4,0,8,2,3,0
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Abyss,FNATIC,8,2,3,0,4,2,4,0
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,Gentle Mates,9,0,5,0,10,1,5,0
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Corrode,FNATIC,10,1,5,0,9,0,5,0
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,Gentle Mates,6,5,1,1,4,0,2,0
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Split,FNATIC,4,0,2,0,6,5,1,1
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,Gentle Mates,7,3,4,0,6,2,2,2
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Bind,FNATIC,6,2,2,2,7,3,4,0
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Haven,Gentle Mates,9,1,1,3,6,2,3,1
VCT 2026: EMEA Kickoff,Main Event,Middle Final,Gentle Mates vs FNATIC,Haven,FNATIC,6,2,3,1,9,1,1,3
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Corrode,FNATIC,5,1,0,0,9,2,1,1
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Corrode,Team Liquid,9,2,1,1,5,1,0,0
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,FNATIC,8,1,1,0,10,1,2,0
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Bind,Team Liquid,10,1,2,0,8,1,1,0
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,FNATIC,9,0,7,0,15,1,2,0
VCT 2026: EMEA Kickoff,Main Event,Lower Final,FNATIC vs Team Liquid,Abyss,Team Liquid,15,1,2,0,9,0,7,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,Nongshim RedForce,8,4,1,0,1,1,3,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Haven,Team Secret,1,1,3,0,8,4,1,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,Nongshim RedForce,10,2,1,0,5,2,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,Nongshim RedForce vs Team Secret,Split,Team Secret,5,2,0,1,10,2,1,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs FULL SENSE,Corrode,ZETA DIVISION,3,1,0,0,7,2,4,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs FULL SENSE,Corrode,FULL SENSE,7,2,4,0,3,1,0,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs FULL SENSE,Split,ZETA DIVISION,2,0,0,0,10,3,0,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,ZETA DIVISION vs FULL SENSE,Split,FULL SENSE,10,3,0,0,2,0,0,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,VARREL,4,1,2,0,8,0,5,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Abyss,Global Esports,8,0,5,0,4,1,2,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,VARREL,6,0,0,1,12,0,1,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,VARREL vs Global Esports,Split,Global Esports,12,0,1,0,6,0,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Gen.G,Abyss,DetonatioN FocusMe,7,1,5,0,5,1,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Gen.G,Abyss,Gen.G,5,1,1,1,7,1,5,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Gen.G,Pearl,DetonatioN FocusMe,7,2,3,1,3,2,4,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 1,DetonatioN FocusMe vs Gen.G,Pearl,Gen.G,3,2,4,1,7,2,3,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,T1 vs Nongshim RedForce,Haven,T1,4,0,0,0,9,2,2,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,T1 vs Nongshim RedForce,Haven,Nongshim RedForce,9,2,2,0,4,0,0,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,T1 vs Nongshim RedForce,Corrode,T1,6,1,1,1,5,4,3,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,T1 vs Nongshim RedForce,Corrode,Nongshim RedForce,5,4,3,1,6,1,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,T1 vs Nongshim RedForce,Split,T1,10,0,1,2,7,1,1,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,T1 vs Nongshim RedForce,Split,Nongshim RedForce,7,1,1,0,10,0,1,2
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,DRX vs FULL SENSE,Breeze,DRX,9,2,2,0,4,2,3,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,DRX vs FULL SENSE,Breeze,FULL SENSE,4,2,3,1,9,2,2,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,DRX vs FULL SENSE,Pearl,DRX,4,1,2,1,6,3,4,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,DRX vs FULL SENSE,Pearl,FULL SENSE,6,3,4,0,4,1,2,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,DRX vs FULL SENSE,Split,DRX,6,0,1,1,9,3,1,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,DRX vs FULL SENSE,Split,FULL SENSE,9,3,1,0,6,0,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Paper Rex vs Global Esports,Breeze,Paper Rex,5,1,6,1,6,0,3,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Paper Rex vs Global Esports,Breeze,Global Esports,6,0,3,1,5,1,6,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Paper Rex vs Global Esports,Split,Paper Rex,2,0,2,1,8,1,3,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Paper Rex vs Global Esports,Split,Global Esports,8,1,3,1,2,0,2,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Paper Rex vs Global Esports,Bind,Paper Rex,8,1,3,1,9,0,1,0
