Tournament,Stage,Match Type,Match Name,Map,Team,Elimination,Detonated,Defused,Time Expiry (No Plant),Eliminated,Defused Failed,Detonation Denied,Time Expiry (Failed to Plant)
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Paper Rex vs Global Esports,Bind,Global Esports,9,0,1,0,8,1,3,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Rex Regum Qeon vs DetonatioN FocusMe,Haven,Rex Regum Qeon,7,0,5,1,4,1,4,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Rex Regum Qeon vs DetonatioN FocusMe,Haven,DetonatioN FocusMe,4,1,4,1,7,0,5,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Rex Regum Qeon vs DetonatioN FocusMe,Corrode,Rex Regum Qeon,9,1,2,1,2,2,1,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 2,Rex Regum Qeon vs DetonatioN FocusMe,Corrode,DetonatioN FocusMe,2,2,1,0,9,1,2,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Team Secret vs DetonatioN FocusMe,Split,Team Secret,2,0,0,0,10,0,2,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Team Secret vs DetonatioN FocusMe,Split,DetonatioN FocusMe,10,0,2,1,2,0,0,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Team Secret vs DetonatioN FocusMe,Bind,Team Secret,6,0,2,0,8,2,2,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Team Secret vs DetonatioN FocusMe,Bind,DetonatioN FocusMe,8,2,2,1,6,0,2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,ZETA DIVISION vs Global Esports,Haven,ZETA DIVISION,8,2,1,0,10,1,2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,ZETA DIVISION vs Global Esports,Haven,Global Esports,10,1,2,0,8,2,1,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,ZETA DIVISION vs Global Esports,Abyss,ZETA DIVISION,7,0,2,0,8,0,5,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,ZETA DIVISION vs Global Esports,Abyss,Global Esports,8,0,5,0,7,0,2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,VARREL vs DRX,Corrode,VARREL,3,5,3,2,5,3,2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,VARREL vs DRX,Corrode,DRX,5,3,2,0,3,5,3,2
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,VARREL vs DRX,Split,VARREL,6,2,2,0,7,2,3,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,VARREL vs DRX,Split,DRX,7,2,3,1,6,2,2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,VARREL vs DRX,Bind,VARREL,4,0,0,1,8,4,1,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,VARREL vs DRX,Bind,DRX,8,4,1,0,4,0,0,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Gen.G vs T1,Breeze,Gen.G,9,1,3,0,5,1,1,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Gen.G vs T1,Breeze,T1,5,1,1,0,9,1,3,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Gen.G vs T1,Bind,Gen.G,4,3,1,0,8,0,4,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Gen.G vs T1,Bind,T1,8,0,4,1,4,3,1,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Gen.G vs T1,Haven,Gen.G,6,1,1,1,6,4,3,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 1,Gen.G vs T1,Haven,T1,6,4,3,0,6,1,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Nongshim RedForce vs FULL SENSE,Split,Nongshim RedForce,9,2,3,0,10,1,1,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Nongshim RedForce vs FULL SENSE,Split,FULL SENSE,10,1,1,0,9,2,3,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Nongshim RedForce vs FULL SENSE,Bind,Nongshim RedForce,11,1,1,0,2,0,0,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Nongshim RedForce vs FULL SENSE,Bind,FULL SENSE,2,0,0,0,11,1,1,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Paper Rex vs Rex Regum Qeon,Bind,Paper Rex,5,1,0,0,9,1,3,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Paper Rex vs Rex Regum Qeon,Bind,Rex Regum Qeon,9,1,3,0,5,1,0,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Paper Rex vs Rex Regum Qeon,Pearl,Paper Rex,3,1,1,0,11,1,1,0
VCT 2026: Pacific Kickoff,Main Event,Upper Round 3,Paper Rex vs Rex Regum Qeon,Pearl,Rex Regum Qeon,11,1,1,0,3,1,1,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,DetonatioN FocusMe vs Global Esports,Breeze,DetonatioN FocusMe,3,0,0,0,8,0,5,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,DetonatioN FocusMe vs Global Esports,Breeze,Global Esports,8,0,5,0,3,0,0,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,DetonatioN FocusMe vs Global Esports,Pearl,DetonatioN FocusMe,8,2,3,0,5,0,4,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,DetonatioN FocusMe vs Global Esports,Pearl,Global Esports,5,0,4,0,8,2,3,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,DetonatioN FocusMe vs Global Esports,Split,DetonatioN FocusMe,9,1,2,1,5,2,1,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,DetonatioN FocusMe vs Global Esports,Split,Global Esports,5,2,1,0,9,1,2,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,DRX vs T1,Split,DRX,4,0,2,2,5,3,4,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,DRX vs T1,Split,T1,5,3,4,1,4,0,2,2
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,DRX vs T1,Bind,DRX,5,0,2,1,9,1,1,2
VCT 2026: Pacific Kickoff,Main Event,Middle Round 2,DRX vs T1,Bind,T1,9,1,1,2,5,0,2,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Team Secret vs ZETA DIVISION,Bind,Team Secret,6,3,4,0,3,0,1,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Team Secret vs ZETA DIVISION,Bind,ZETA DIVISION,3,0,1,0,6,3,4,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Team Secret vs ZETA DIVISION,Split,Team Secret,3,0,1,0,10,2,1,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Team Secret vs ZETA DIVISION,Split,ZETA DIVISION,10,2,1,0,3,0,1,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Team Secret vs ZETA DIVISION,Abyss,Team Secret,3,3,5,0,8,2,3,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,Team Secret vs ZETA DIVISION,Abyss,ZETA DIVISION,8,2,3,0,3,3,5,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,VARREL vs Gen.G,Breeze,VARREL,5,3,2,0,10,1,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,VARREL vs Gen.G,Breeze,Gen.G,10,1,1,1,5,3,2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,VARREL vs Gen.G,Pearl,VARREL,14,1,5,0,11,1,3,3
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,VARREL vs Gen.G,Pearl,Gen.G,11,1,3,3,14,1,5,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,VARREL vs Gen.G,Haven,VARREL,6,0,2,1,7,3,3,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 1,VARREL vs Gen.G,Haven,Gen.G,7,3,3,0,6,0,2,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Pearl,FULL SENSE,6,1,6,0,3,3,1,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Pearl,DetonatioN FocusMe,3,3,1,0,6,1,6,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Split,FULL SENSE,5,0,4,0,10,1,1,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Split,DetonatioN FocusMe,10,1,1,1,5,0,4,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Haven,FULL SENSE,6,0,0,0,7,1,4,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,FULL SENSE vs DetonatioN FocusMe,Haven,DetonatioN FocusMe,7,1,4,1,6,0,0,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Pearl,Paper Rex,10,1,2,0,6,2,2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Pearl,T1,6,2,2,0,10,1,2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Breeze,Paper Rex,7,1,1,0,12,0,1,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Breeze,T1,12,0,1,0,7,1,1,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Bind,Paper Rex,3,3,2,0,9,2,2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 3,Paper Rex vs T1,Bind,T1,9,2,2,0,3,3,2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Haven,DRX,11,2,0,0,5,0,2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Haven,ZETA DIVISION,5,0,2,0,11,2,0,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Bind,DRX,1,2,3,1,7,3,3,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Bind,ZETA DIVISION,7,3,3,0,1,2,3,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Split,DRX,9,2,1,1,7,2,0,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,DRX vs ZETA DIVISION,Split,ZETA DIVISION,7,2,0,0,9,2,1,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,Global Esports,8,0,5,0,11,2,2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Breeze,Gen.G,11,2,2,0,8,0,5,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,Global Esports,7,1,4,1,7,0,3,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Abyss,Gen.G,7,0,3,1,7,1,4,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,Global Esports,8,1,4,0,10,0,1,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 2,Global Esports vs Gen.G,Haven,Gen.G,10,0,1,0,8,1,4,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,Corrode,FULL SENSE,1,0,2,0,8,3,2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,Corrode,DRX,8,3,2,0,1,0,2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,Abyss,FULL SENSE,7,2,0,0,10,1,2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,FULL SENSE vs DRX,Abyss,DRX,10,1,2,0,7,2,0,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Corrode,Paper Rex,8,0,4,1,4,1,5,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Corrode,Global Esports,4,1,5,0,8,0,4,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Breeze,Paper Rex,6,0,0,0,10,0,3,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Breeze,Global Esports,10,0,3,0,6,0,0,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Split,Paper Rex,12,0,2,0,9,0,3,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 3,Paper Rex vs Global Esports,Split,Global Esports,9,0,3,0,12,0,2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,DRX vs Paper Rex,Haven,DRX,6,2,2,1,10,0,3,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,DRX vs Paper Rex,Haven,Paper Rex,10,0,3,0,6,2,2,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,DRX vs Paper Rex,Corrode,DRX,9,1,3,0,6,1,1,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,DRX vs Paper Rex,Corrode,Paper Rex,6,1,1,0,9,1,3,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,DRX vs Paper Rex,Breeze,DRX,8,0,2,0,6,4,3,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 4,DRX vs Paper Rex,Breeze,Paper Rex,6,4,3,0,8,0,2,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,DetonatioN FocusMe vs T1,Pearl,DetonatioN FocusMe,5,2,0,0,7,3,2,1
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,DetonatioN FocusMe vs T1,Pearl,T1,7,3,2,1,5,2,0,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,DetonatioN FocusMe vs T1,Split,DetonatioN FocusMe,4,1,3,2,8,1,4,0
VCT 2026: Pacific Kickoff,Main Event,Middle Round 4,DetonatioN FocusMe vs T1,Split,T1,8,1,4,0,4,1,3,2
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Nongshim RedForce vs Rex Regum Qeon,Corrode,Nongshim RedForce,10,0,2,0,7,1,6,0
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Nongshim RedForce vs Rex Regum Qeon,Corrode,Rex Regum Qeon,7,1,6,0,10,0,2,0
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Nongshim RedForce vs Rex Regum Qeon,Bind,Nongshim RedForce,5,6,1,1,4,2,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Nongshim RedForce vs Rex Regum Qeon,Bind,Rex Regum Qeon,4,2,1,1,5,6,1,1
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Nongshim RedForce vs Rex Regum Qeon,Haven,Nongshim RedForce,7,3,3,0,4,0,0,1
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Nongshim RedForce vs Rex Regum Qeon,Haven,Rex Regum Qeon,4,0,0,1,7,3,3,0
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Nongshim RedForce vs Rex Regum Qeon,Abyss,Nongshim RedForce,10,1,0,0,5,3,3,2
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Nongshim RedForce vs Rex Regum Qeon,Abyss,Rex Regum Qeon,5,3,3,2,10,1,0,0
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Nongshim RedForce vs Rex Regum Qeon,Breeze,Nongshim RedForce,8,4,1,0,7,0,0,0
VCT 2026: Pacific Kickoff,Main Event,Upper Final,Nongshim RedForce vs Rex Regum Qeon,Breeze,Rex Regum Qeon,7,0,0,0,8,4,1,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,DetonatioN FocusMe vs Paper Rex,Haven,DetonatioN FocusMe,7,2,2,0,11,0,2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,DetonatioN FocusMe vs Paper Rex,Haven,Paper Rex,11,0,2,0,7,2,2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,DetonatioN FocusMe vs Paper Rex,Split,DetonatioN FocusMe,0,2,0,0,10,0,2,1
VCT 2026: Pacific Kickoff,Main Event,Lower Round 5,DetonatioN FocusMe vs Paper Rex,Split,Paper Rex,10,0,2,1,0,2,0,0
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,Rex Regum Qeon,3,3,1,0,7,2,3,1
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Pearl,T1,7,2,3,1,3,3,1,0
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,Rex Regum Qeon,2,0,0,0,8,0,5,0
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Breeze,T1,8,0,5,0,2,0,0,0
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,Rex Regum Qeon,9,3,5,0,13,1,5,0
VCT 2026: Pacific Kickoff,Main Event,Middle Final,Rex Regum Qeon vs T1,Abyss,T1,13,1,5,0,9,3,5,0
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Rex Regum Qeon vs Paper Rex,Haven,Rex Regum Qeon,6,2,0,0,10,1,2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Rex Regum Qeon vs Paper Rex,Haven,Paper Rex,10,1,2,0,6,2,0,0
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Rex Regum Qeon vs Paper Rex,Corrode,Rex Regum Qeon,6,3,4,0,6,3,1,0
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Rex Regum Qeon vs Paper Rex,Corrode,Paper Rex,6,3,1,0,6,3,4,0
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Rex Regum Qeon vs Paper Rex,Breeze,Rex Regum Qeon,5,1,4,0,8,2,2,1
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Rex Regum Qeon vs Paper Rex,Breeze,Paper Rex,8,2,2,1,5,1,4,0
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Rex Regum Qeon vs Paper Rex,Pearl,Rex Regum Qeon,7,1,2,0,11,0,2,0
VCT 2026: Pacific Kickoff,Main Event,Lower Final,Rex Regum Qeon vs Paper Rex,Pearl,Paper Rex,11,0,2,0,7,1,2,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,Trace Esports vs Wolves Esports,Abyss,Trace Esports,7,2,4,0,6,1,0,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,Trace Esports vs Wolves Esports,Abyss,Wolves Esports,6,1,0,0,7,2,4,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,Trace Esports vs Wolves Esports,Haven,Trace Esports,6,3,2,0,11,0,2,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,Trace Esports vs Wolves Esports,Haven,Wolves Esports,11,0,2,0,6,3,2,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,Trace Esports vs Wolves Esports,Bind,Trace Esports,2,2,1,0,9,0,3,1
VCT 2026: China Kickoff,Main Event,Upper Round 1,Trace Esports vs Wolves Esports,Bind,Wolves Esports,9,0,3,1,2,2,1,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,FunPlus Phoenix vs TYLOO,Pearl,FunPlus Phoenix,2,1,0,0,10,0,2,1
VCT 2026: China Kickoff,Main Event,Upper Round 1,FunPlus Phoenix vs TYLOO,Pearl,TYLOO,10,0,2,1,2,1,0,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,FunPlus Phoenix vs TYLOO,Haven,FunPlus Phoenix,4,0,0,0,12,0,1,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,FunPlus Phoenix vs TYLOO,Haven,TYLOO,12,0,1,0,4,0,0,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,All Gamers vs Nova Esports,Split,All Gamers,9,1,3,0,4,2,1,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,All Gamers vs Nova Esports,Split,Nova Esports,4,2,1,0,9,1,3,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,All Gamers vs Nova Esports,Pearl,All Gamers,11,2,3,0,10,1,3,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,All Gamers vs Nova Esports,Pearl,Nova Esports,10,1,3,0,11,2,3,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,JDG Esports vs Titan Esports Club,Corrode,JDG Esports,8,1,4,0,5,0,0,1
VCT 2026: China Kickoff,Main Event,Upper Round 1,JDG Esports vs Titan Esports Club,Corrode,Titan Esports Club,5,0,0,1,8,1,4,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,JDG Esports vs Titan Esports Club,Haven,JDG Esports,4,1,1,0,7,2,4,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,JDG Esports vs Titan Esports Club,Haven,Titan Esports Club,7,2,4,0,4,1,1,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,JDG Esports vs Titan Esports Club,Abyss,JDG Esports,7,1,4,1,7,0,3,0
VCT 2026: China Kickoff,Main Event,Upper Round 1,JDG Esports vs Titan Esports Club,Abyss,Titan Esports Club,7,0,3,0,7,1,4,1
VCT 2026: China Kickoff,Main Event,Upper Round 2,Xi Lai Gaming vs Wolves Esports,Breeze,Xi Lai Gaming,10,1,0,2,1,0,2,1
VCT 2026: China Kickoff,Main Event,Upper Round 2,Xi Lai Gaming vs Wolves Esports,Breeze,Wolves Esports,1,0,2,1,10,1,0,2
VCT 2026: China Kickoff,Main Event,Upper Round 2,Xi Lai Gaming vs Wolves Esports,Abyss,Xi Lai Gaming,9,2,2,0,4,0,2,0
VCT 2026: China Kickoff,Main Event,Upper Round 2,Xi Lai Gaming vs Wolves Esports,Abyss,Wolves Esports,4,0,2,0,9,2,2,0
